Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối,matched_txn_id,from,subject,kind,user_account,label
WLFSR-VA-0037,'8891700022233145',Top Up,Success,1042.9,USD,1042.9,0.0,0.0,-,2026-07-03 19:57:00,,VA-0037,,,,,OTHER
WLFSR-VA-0191,'96988900022047',Top Up,Success,136536000.0,VND,136536000.0,0.0,0.0,-,2026-07-03 12:49:00,,VA-0191,,,,,OTHER
WLFSR-VA-0070,'8891700022233145',Withdraw,Success,2486.79,USD,2486.79,0.0,0.0,Chuyển về ví Wealify,2026-06-30 18:45:00,,VA-0070,,,,,OTHER
WLFSR-VA-0039,'8891700022233145',Top Up,Success,2486.79,USD,2486.79,0.0,0.0,-,2026-06-30 15:45:00,,VA-0039,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0107,'96311300028896825',Withdraw,Success,1499.9,USD,1499.9,0.0,0.0,Chuyển về ví Wealify,2026-06-28 06:09:00,,VA-0107,,,,,OTHER
WLFSR-VA-0030,'9631249900020105835',Withdraw,Success,112328000.0,VND,112328000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-06-28 03:39:00,,VA-0030,,,,,OTHER
WLFSR-VA-0004,'9631249900020105835',Top Up,Success,112328000.0,VND,112328000.0,0.0,0.0,-,2026-06-27 01:39:00,,VA-0004,,,,,OTHER
WLFSR-VA-0087,'96311300028896825',Top Up,Process,1499.9,USD,1499.9,0.0,0.0,-,2026-06-27 01:09:00,,VA-0087,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0174,'8891700024456789',Withdraw,Success,468.87,USD,468.87,0.0,0.0,Chuyển về ví Wealify,2026-06-25 20:18:00,,VA-0174,,,,,OTHER
WLFSR-VA-0154,'8891700024456789',Top Up,Success,468.87,USD,468.87,0.0,0.0,-,2026-06-24 20:18:00,,VA-0154,payments@amazon.com,Payout confirmation Amazon,payout,wealifytester,OTHER
WLFSR-VA-0106,'96311300028896825',Withdraw,Success,2246.52,USD,2246.52,0.0,0.0,Chuyển về ví Wealify,2026-06-23 09:21:00,,VA-0106,,,,,OTHER
WLFSR-VA-0131,'96311300029166664',Withdraw,Success,104019000.0,VND,104019000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-06-23 09:15:00,,VA-0131,,,,,OTHER
WLFSR-VA-0120,'96311300029166664',Top Up,Success,104019000.0,VND,104019000.0,0.0,0.0,-,2026-06-22 16:15:00,,VA-0120,,,,,OTHER
WLFSR-VA-0081,'96311300028896825',Top Up,Success,2246.52,USD,2246.52,0.0,0.0,-,2026-06-21 20:21:00,,VA-0081,,,,,OTHER
WLFSR-VA-0173,'8891700024456789',Withdraw,Success,282.76,USD,282.76,0.0,0.0,Chuyển về ví Wealify,2026-06-16 22:36:00,,VA-0173,,,,,OTHER
WLFSR-VA-0148,'8891700024456789',Top Up,Success,282.76,USD,282.76,0.0,0.0,-,2026-06-15 12:36:00,,VA-0148,,,,,OTHER
WLFSR-VA-0204,'96988900022047',Withdraw,Success,119812000.0,VND,119812000.0,0.0,0.0,Rút về ngân hàng TCB,2026-06-15 08:04:00,,VA-0204,,,,,OTHER
WLFSR-VA-0184,'96988900022047',Top Up,Success,119812000.0,VND,119812000.0,0.0,0.0,-,2026-06-13 21:04:00,,VA-0184,,,,,OTHER
WLFSR-VA-0130,'96311300029166664',Withdraw,Success,14576000.0,VND,14576000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-06-09 12:39:00,,VA-0130,,,,,OTHER
WLFSR-VA-0172,'8891700024456789',Withdraw,Cancelled,226.22,USD,226.22,0.0,0.0,Chuyển về ví Wealify,2026-06-08 05:31:00,,VA-0172,,,,,OTHER
WLFSR-VA-0069,'8891700022233145',Withdraw,Success,2219.48,USD,2219.48,0.0,0.0,Chuyển về ví Wealify,2026-06-08 00:21:00,,VA-0069,,,,,OTHER
WLFSR-VA-0116,'96311300029166664',Top Up,Success,14576000.0,VND,14576000.0,0.0,0.0,-,2026-06-07 22:39:00,,VA-0116,,,,,OTHER
WLFSR-VA-0105,'96311300028896825',Withdraw,Success,2597.84,USD,2597.84,0.0,0.0,Chuyển về ví Wealify,2026-06-07 21:10:00,,VA-0105,,,,,OTHER
WLFSR-VA-0171,'8891700024456789',Withdraw,Success,831.75,USD,831.75,0.0,0.0,Chuyển về ví Wealify,2026-06-07 18:22:00,,VA-0171,,,,,OTHER
WLFSR-VA-0157,'8891700024456789',Top Up,Success,226.22,USD,226.22,0.0,0.0,-,2026-06-07 12:31:00,,VA-0157,payments@amazon.com,Payout confirmation Amazon,payout,wealifytester,OTHER
WLFSR-VA-0068,'8891700022233145',Withdraw,Success,1536.0,USD,1536.0,0.0,0.0,Chuyển về ví Wealify,2026-06-07 06:37:00,,VA-0068,,,,,OTHER
WLFSR-VA-0147,'8891700024456789',Top Up,Success,831.75,USD,831.75,0.0,0.0,-,2026-06-06 23:22:00,,VA-0147,,,,,OTHER
WLFSR-VA-0040,'8891700022233145',Top Up,Success,2219.48,USD,2219.48,0.0,0.0,-,2026-06-06 19:21:00,,VA-0040,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0035,'8891700022233145',Top Up,Success,153.6,USD,153.6,0.0,0.0,-,2026-06-06 18:37:00,,VA-0035,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0072,'96311300028896825',Top Up,Success,2597.84,USD,2597.84,0.0,0.0,-,2026-06-06 05:10:00,,VA-0072,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0203,'96988900022047',Withdraw,Success,16916000.0,VND,16916000.0,0.0,0.0,Rút về ngân hàng TCB,2026-06-04 01:42:00,,VA-0203,,,,,OTHER
WLFSR-VA-0187,'96988900022047',Top Up,Success,16916000.0,VND,16916000.0,0.0,0.0,-,2026-06-03 18:42:00,,VA-0187,,,,,OTHER
WLFSR-VA-0029,'9631249900020105835',Withdraw,Success,83653000.0,VND,83653000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-06-03 15:45:00,,VA-0029,,,,,OTHER
WLFSR-VA-0067,'8891700022233145',Withdraw,Success,1834.0,USD,1834.0,0.0,0.0,Chuyển về ví Wealify,2026-06-02 21:59:00,,VA-0067,,,,,OTHER
WLFSR-VA-0009,'9631249900020105835',Top Up,Success,83653000.0,VND,83653000.0,0.0,0.0,-,2026-06-02 21:45:00,,VA-0009,,,,,OTHER
WLFSR-VA-0202,'96988900022047',Withdraw,Success,8474000.0,VND,8474000.0,0.0,0.0,Rút về ngân hàng TCB,2026-06-02 01:03:00,,VA-0202,,,,,OTHER
WLFSR-VA-0036,'8891700022233145',Top Up,Success,183.4,USD,183.4,0.0,0.0,-,2026-06-01 13:59:00,,VA-0036,,,,,OTHER
WLFSR-VA-0066,'8891700022233145',Withdraw,Success,1524.41,USD,1524.41,0.0,0.0,Chuyển về ví Wealify,2026-06-01 00:03:00,,VA-0066,,,,,OTHER
WLFSR-VA-0189,'96988900022047',Top Up,Success,8474000.0,VND,8474000.0,0.0,0.0,-,2026-05-31 13:03:00,,VA-0189,,,,,OTHER
WLFSR-VA-0044,'8891700022233145',Top Up,Process,1524.41,USD,1524.41,0.0,0.0,-,2026-05-30 09:03:00,,VA-0044,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0170,'8891700024456789',Withdraw,Success,1857.88,USD,1857.88,0.0,0.0,Chuyển về ví Wealify,2026-05-28 08:12:00,,VA-0170,,,,,OTHER
WLFSR-VA-0146,'8891700024456789',Top Up,Success,1857.88,USD,1857.88,0.0,0.0,-,2026-05-27 23:12:00,,VA-0146,,,,,OTHER
WLFSR-VA-0104,'96311300028896825',Withdraw,Success,751.45,USD,751.45,0.0,0.0,Chuyển về ví Wealify,2026-05-26 04:53:00,,VA-0104,,,,,OTHER
WLFSR-VA-0088,'96311300028896825',Top Up,Success,751.45,USD,751.45,0.0,0.0,-,2026-05-24 12:53:00,,VA-0088,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0201,'96988900022047',Withdraw,Success,19425000.0,VND,19425000.0,0.0,0.0,Rút về ngân hàng TCB,2026-05-23 23:51:00,,VA-0201,,,,,OTHER
WLFSR-VA-0186,'96988900022047',Top Up,Fail,19425000.0,VND,19425000.0,0.0,0.0,-,2026-05-23 15:51:00,,VA-0186,,,,,OTHER
WLFSR-VA-0103,'96311300028896825',Withdraw,Success,1021.88,USD,1021.88,0.0,0.0,Chuyển về ví Wealify,2026-05-22 14:38:00,,VA-0103,,,,,OTHER
WLFSR-VA-0071,'96311300028896825',Top Up,Fail,1021.88,USD,1021.88,0.0,0.0,-,2026-05-22 11:38:00,,VA-0071,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0169,'8891700024456789',Withdraw,Success,2443.84,USD,2443.84,0.0,0.0,Chuyển về ví Wealify,2026-05-19 09:07:00,,VA-0169,,,,,OTHER
WLFSR-VA-0156,'8891700024456789',Top Up,Success,2443.84,USD,2443.84,0.0,0.0,-,2026-05-19 01:07:00,,VA-0156,,,,,OTHER
WLFSR-VA-0102,'96311300028896825',Withdraw,Success,803.13,USD,803.13,0.0,0.0,Chuyển về ví Wealify,2026-05-16 21:34:00,,VA-0102,,,,,OTHER
WLFSR-VA-0168,'8891700024456789',Withdraw,Success,1830.84,USD,1830.84,0.0,0.0,Chuyển về ví Wealify,2026-05-16 05:51:00,,VA-0168,,,,,OTHER
WLFSR-VA-0080,'96311300028896825',Top Up,Success,803.13,USD,803.13,0.0,0.0,-,2026-05-15 21:34:00,,VA-0080,,,,,OTHER
WLFSR-VA-0160,'8891700024456789',Top Up,Success,1830.84,USD,1830.84,0.0,0.0,-,2026-05-15 06:51:00,,VA-0160,payments@amazon.com,Payout confirmation Amazon,payout,wealifytester,OTHER
WLFSR-VA-0028,'9631249900020105835',Withdraw,Fail,145496000.0,VND,145496000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-05-13 07:09:00,,VA-0028,,,,,OTHER
WLFSR-VA-0001,'9631249900020105835',Top Up,Process,145496000.0,VND,145496000.0,0.0,0.0,-,2026-05-11 23:09:00,,VA-0001,,,,,OTHER
WLFSR-VA-0200,'96988900022047',Withdraw,Success,88179000.0,VND,88179000.0,0.0,0.0,Rút về ngân hàng TCB,2026-05-10 01:31:00,,VA-0200,,,,,OTHER
WLFSR-VA-0065,'8891700022233145',Withdraw,Success,1915.28,USD,1915.28,0.0,0.0,Chuyển về ví Wealify,2026-05-09 23:07:00,,VA-0065,,,,,OTHER
WLFSR-VA-0027,'9631249900020105835',Withdraw,Success,141895000.0,VND,141895000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-05-09 00:37:00,,VA-0027,,,,,OTHER
WLFSR-VA-0180,'96988900022047',Top Up,Success,88179000.0,VND,88179000.0,0.0,0.0,-,2026-05-08 21:31:00,,VA-0180,,,,,OTHER
WLFSR-VA-0015,'9631249900020105835',Top Up,Success,141895000.0,VND,141895000.0,0.0,0.0,-,2026-05-08 16:37:00,,VA-0015,,,,,OTHER
WLFSR-VA-0041,'8891700022233145',Top Up,Success,1915.28,USD,1915.28,0.0,0.0,-,2026-05-08 11:07:00,,VA-0041,,,,,OTHER
WLFSR-VA-0199,'96988900022047',Withdraw,Success,130094000.0,VND,130094000.0,0.0,0.0,Rút về ngân hàng TCB,2026-05-06 01:27:00,,VA-0199,,,,,OTHER
WLFSR-VA-0192,'96988900022047',Top Up,Success,130094000.0,VND,130094000.0,0.0,0.0,-,2026-05-05 05:27:00,,VA-0192,,,,,OTHER
WLFSR-VA-0026,'9631249900020105835',Withdraw,Success,25337000.0,VND,25337000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-05-01 07:36:00,,VA-0026,,,,,OTHER
WLFSR-VA-0006,'9631249900020105835',Top Up,Success,25337000.0,VND,25337000.0,0.0,0.0,-,2026-04-30 03:36:00,,VA-0006,,,,,OTHER
WLFSR-VA-0167,'8891700024456789',Withdraw,Success,974.85,USD,974.85,0.0,0.0,Chuyển về ví Wealify,2026-04-27 01:00:00,,VA-0167,,,,,OTHER
WLFSR-VA-0064,'8891700022233145',Withdraw,Success,1903.52,USD,1903.52,0.0,0.0,Chuyển về ví Wealify,2026-04-26 22:01:00,,VA-0064,,,,,OTHER
WLFSR-VA-0144,'8891700024456789',Top Up,Success,974.85,USD,974.85,0.0,0.0,-,2026-04-26 10:00:00,,VA-0144,payments@amazon.com,Payout confirmation Amazon,payout,wealifytester,OTHER
WLFSR-VA-0166,'8891700024456789',Withdraw,Success,1464.81,USD,1464.81,0.0,0.0,Chuyển về ví Wealify,2026-04-25 17:06:00,,VA-0166,,,,,OTHER
WLFSR-VA-0038,'8891700022233145',Top Up,Success,1903.52,USD,1903.52,0.0,0.0,-,2026-04-25 08:01:00,,VA-0038,,,,,OTHER
WLFSR-VA-0101,'96311300028896825',Withdraw,Success,2129.54,USD,2129.54,0.0,0.0,Chuyển về ví Wealify,2026-04-24 20:15:00,,VA-0101,,,,,OTHER
WLFSR-VA-0165,'8891700024456789',Withdraw,Success,2226.49,USD,2226.49,0.0,0.0,Chuyển về ví Wealify,2026-04-24 16:01:00,,VA-0165,,,,,OTHER
WLFSR-VA-0158,'8891700024456789',Top Up,Success,1464.81,USD,1464.81,0.0,0.0,-,2026-04-24 06:06:00,,VA-0158,,,,,OTHER
WLFSR-VA-0150,'8891700024456789',Top Up,Success,2226.49,USD,2226.49,0.0,0.0,-,2026-04-24 01:01:00,,VA-0150,,,,,OTHER
WLFSR-VA-0099,'96311300028896825',Withdraw,Success,1759.13,USD,1759.13,0.0,0.0,Chuyển về ví Wealify,2026-04-23 17:36:00,,VA-0099,,,,,OTHER
WLFSR-VA-0083,'96311300028896825',Top Up,Success,2129.54,USD,2129.54,0.0,0.0,-,2026-04-23 11:15:00,,VA-0083,,,,,OTHER
WLFSR-VA-0100,'96311300028896825',Withdraw,Success,247.89,USD,247.89,0.0,0.0,Chuyển về ví Wealify,2026-04-23 09:39:00,,VA-0100,,,,,OTHER
WLFSR-VA-0076,'96311300028896825',Top Up,Success,247.89,USD,247.89,0.0,0.0,-,2026-04-23 06:39:00,,VA-0076,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0063,'8891700022233145',Withdraw,Success,211.72,USD,211.72,0.0,0.0,Chuyển về ví Wealify,2026-04-23 02:21:00,,VA-0063,,,,,OTHER
WLFSR-VA-0090,'96311300028896825',Top Up,Success,1759.13,USD,1759.13,0.0,0.0,-,2026-04-22 22:36:00,,VA-0090,,,,,OTHER
WLFSR-VA-0048,'8891700022233145',Top Up,Success,211.72,USD,211.72,0.0,0.0,-,2026-04-22 22:21:00,,VA-0048,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0062,'8891700022233145',Withdraw,Process,444.29,USD,444.29,0.0,0.0,Chuyển về ví Wealify,2026-04-21 03:38:00,,VA-0062,,,,,OTHER
WLFSR-VA-0098,'96311300028896825',Withdraw,Success,2512.67,USD,2512.67,0.0,0.0,Chuyển về ví Wealify,2026-04-20 21:44:00,,VA-0098,,,,,OTHER
WLFSR-VA-0073,'96311300028896825',Top Up,Success,2512.67,USD,2512.67,0.0,0.0,-,2026-04-20 05:44:00,,VA-0073,,,,,OTHER
WLFSR-VA-0042,'8891700022233145',Top Up,Success,444.29,USD,444.29,0.0,0.0,-,2026-04-20 03:38:00,,VA-0042,,,,,OTHER
WLFSR-VA-0198,'96988900022047',Withdraw,Success,163080000.0,VND,163080000.0,0.0,0.0,Rút về ngân hàng TCB,2026-04-20 00:16:00,,VA-0198,,,,,OTHER
WLFSR-VA-0195,'96988900022047',Top Up,Success,163080000.0,VND,163080000.0,0.0,0.0,-,2026-04-18 09:16:00,,VA-0195,,,,,OTHER
WLFSR-VA-0197,'96988900022047',Withdraw,Success,74018000.0,VND,74018000.0,0.0,0.0,Rút về ngân hàng TCB,2026-04-17 00:48:00,,VA-0197,,,,,OTHER
WLFSR-VA-0164,'8891700024456789',Withdraw,Success,357.45,USD,357.45,0.0,0.0,Chuyển về ví Wealify,2026-04-16 16:59:00,,VA-0164,,,,,OTHER
WLFSR-VA-0183,'96988900022047',Top Up,Success,74018000.0,VND,74018000.0,0.0,0.0,-,2026-04-15 10:48:00,,VA-0183,,,,,OTHER
WLFSR-VA-0129,'96311300029166664',Withdraw,Success,23333000.0,VND,23333000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-04-15 06:40:00,,VA-0129,,,,,OTHER
WLFSR-VA-0145,'8891700024456789',Top Up,Success,357.45,USD,357.45,0.0,0.0,-,2026-04-15 05:59:00,,VA-0145,,,,,OTHER
WLFSR-VA-0097,'96311300028896825',Withdraw,Success,2318.76,USD,2318.76,0.0,0.0,Chuyển về ví Wealify,2026-04-15 05:02:00,,VA-0097,,,,,OTHER
WLFSR-VA-0119,'96311300029166664',Top Up,Success,23333000.0,VND,23333000.0,0.0,0.0,-,2026-04-14 14:40:00,,VA-0119,,,,,OTHER
WLFSR-VA-0078,'96311300028896825',Top Up,Success,2318.76,USD,2318.76,0.0,0.0,-,2026-04-13 15:02:00,,VA-0078,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0025,'9631249900020105835',Withdraw,Success,23727000.0,VND,23727000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-04-12 07:26:00,,VA-0025,,,,,OTHER
WLFSR-VA-0128,'96311300029166664',Withdraw,Success,58691000.0,VND,58691000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-04-11 15:05:00,,VA-0128,,,,,OTHER
WLFSR-VA-0014,'9631249900020105835',Top Up,Process,23727000.0,VND,23727000.0,0.0,0.0,-,2026-04-11 11:26:00,,VA-0014,,,,,OTHER
WLFSR-VA-0024,'9631249900020105835',Withdraw,Success,15453000.0,VND,15453000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-04-11 04:20:00,,VA-0024,,,,,OTHER
WLFSR-VA-0010,'9631249900020105835',Top Up,Success,15453000.0,VND,15453000.0,0.0,0.0,-,2026-04-10 17:20:00,,VA-0010,,,,,OTHER
WLFSR-VA-0114,'96311300029166664',Top Up,Success,58691000.0,VND,58691000.0,0.0,0.0,-,2026-04-10 15:05:00,,VA-0114,,,,,OTHER
WLFSR-VA-0163,'8891700024456789',Withdraw,Cancelled,1622.32,USD,1622.32,0.0,0.0,Chuyển về ví Wealify,2026-04-10 05:16:00,,VA-0163,,,,,OTHER
WLFSR-VA-0143,'8891700024456789',Top Up,Success,1622.32,USD,1622.32,0.0,0.0,-,2026-04-10 00:16:00,,VA-0143,,,,,OTHER
WLFSR-VA-0162,'8891700024456789',Withdraw,Success,1277.73,USD,1277.73,0.0,0.0,Chuyển về ví Wealify,2026-04-08 15:24:00,,VA-0162,,,,,OTHER
WLFSR-VA-0142,'8891700024456789',Top Up,Success,1277.73,USD,1277.73,0.0,0.0,-,2026-04-08 09:24:00,,VA-0142,payments@amazon.com,Payout confirmation Amazon,payout,wealifytester,OTHER
WLFSR-VA-0096,'96311300028896825',Withdraw,Success,973.99,USD,973.99,0.0,0.0,Chuyển về ví Wealify,2026-04-07 00:52:00,,VA-0096,,,,,OTHER
WLFSR-VA-0079,'96311300028896825',Top Up,Success,973.99,USD,973.99,0.0,0.0,-,2026-04-05 12:52:00,,VA-0079,,,,,OTHER
WLFSR-VA-0161,'8891700024456789',Withdraw,Success,1092.7,USD,1092.7,0.0,0.0,Chuyển về ví Wealify,2026-04-02 10:03:00,,VA-0161,,,,,OTHER
WLFSR-VA-0152,'8891700024456789',Top Up,Success,1092.7,USD,1092.7,0.0,0.0,-,2026-04-02 00:03:00,,VA-0152,,,,,OTHER
WLFSR-VA-0061,'8891700022233145',Withdraw,Success,2139.53,USD,2139.53,0.0,0.0,Chuyển về ví Wealify,2026-04-01 12:08:00,,VA-0061,,,,,OTHER
WLFSR-VA-0045,'8891700022233145',Top Up,Success,2139.53,USD,2139.53,0.0,0.0,-,2026-03-31 16:08:00,,VA-0045,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0023,'9631249900020105835',Withdraw,Success,92234000.0,VND,92234000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-27 03:52:00,,VA-0023,,,,,OTHER
WLFSR-VA-0016,'9631249900020105835',Top Up,Success,92234000.0,VND,92234000.0,0.0,0.0,-,2026-03-26 08:52:00,,VA-0016,,,,,OTHER
WLFSR-VA-0095,'96311300028896825',Withdraw,Success,1801.08,USD,1801.08,0.0,0.0,Chuyển về ví Wealify,2026-03-25 00:27:00,,VA-0095,,,,,OTHER
WLFSR-VA-0091,'96311300028896825',Top Up,Success,1801.08,USD,1801.08,0.0,0.0,-,2026-03-23 14:27:00,,VA-0091,,,,,OTHER
WLFSR-VA-0127,'96311300029166664',Withdraw,Success,82692000.0,VND,82692000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-22 17:56:00,,VA-0127,,,,,OTHER
WLFSR-VA-0117,'96311300029166664',Top Up,Success,82692000.0,VND,82692000.0,0.0,0.0,-,2026-03-22 13:56:00,,VA-0117,,,,,OTHER
WLFSR-VA-0126,'96311300029166664',Withdraw,Success,99908000.0,VND,99908000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-22 03:26:00,,VA-0126,,,,,OTHER
WLFSR-VA-0122,'96311300029166664',Top Up,Success,99908000.0,VND,99908000.0,0.0,0.0,-,2026-03-21 22:26:00,,VA-0122,,,,,OTHER
WLFSR-VA-0022,'9631249900020105835',Withdraw,Success,87837000.0,VND,87837000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-18 08:13:00,,VA-0022,,,,,OTHER
WLFSR-VA-0125,'96311300029166664',Withdraw,Success,175547000.0,VND,175547000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-17 03:10:00,,VA-0125,,,,,OTHER
WLFSR-VA-0003,'9631249900020105835',Top Up,Success,87837000.0,VND,87837000.0,0.0,0.0,-,2026-03-17 02:13:00,,VA-0003,,,,,OTHER
WLFSR-VA-0123,'96311300029166664',Top Up,Success,175547000.0,VND,175547000.0,0.0,0.0,-,2026-03-16 04:10:00,,VA-0123,,,,,OTHER
WLFSR-VA-0094,'96311300028896825',Withdraw,Success,2245.76,USD,2245.76,0.0,0.0,Chuyển về ví Wealify,2026-03-09 07:41:00,,VA-0094,,,,,OTHER
WLFSR-VA-0219,'96312499000299001',Withdraw,Success,148372000.0,VND,148372000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-08 17:29:00,,VA-0219,,,,,OTHER
WLFSR-VA-0075,'96311300028896825',Top Up,Success,2245.76,USD,2245.76,0.0,0.0,-,2026-03-08 11:41:00,,VA-0075,,,,,OTHER
WLFSR-VA-0093,'96311300028896825',Withdraw,Success,2416.83,USD,2416.83,0.0,0.0,Chuyển về ví Wealify,2026-03-08 07:56:00,,VA-0093,,,,,OTHER
WLFSR-VA-0213,'96312499000299001',Top Up,Success,148372000.0,VND,148372000.0,0.0,0.0,-,2026-03-07 16:29:00,,VA-0213,,,,,OTHER
WLFSR-VA-0060,'8891700022233145',Withdraw,Success,2421.86,USD,2421.86,0.0,0.0,Chuyển về ví Wealify,2026-03-07 15:30:00,,VA-0060,,,,,OTHER
WLFSR-VA-0074,'96311300028896825',Top Up,Success,2416.83,USD,2416.83,0.0,0.0,-,2026-03-07 14:56:00,,VA-0074,,,,,OTHER
WLFSR-VA-0059,'8891700022233145',Withdraw,Success,2370.55,USD,2370.55,0.0,0.0,Chuyển về ví Wealify,2026-03-07 00:04:00,,VA-0059,,,,,OTHER
WLFSR-VA-0050,'8891700022233145',Top Up,Success,2421.86,USD,2421.86,0.0,0.0,-,2026-03-06 08:30:00,,VA-0050,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0043,'8891700022233145',Top Up,Success,2370.55,USD,2370.55,0.0,0.0,-,2026-03-06 00:04:00,,VA-0043,,,,,OTHER
WLFSR-VA-0124,'96311300029166664',Withdraw,Success,116137000.0,VND,116137000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-05 18:26:00,,VA-0124,,,,,OTHER
WLFSR-VA-0218,'96312499000299001',Withdraw,Success,175497000.0,VND,175497000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-03-05 16:05:00,,VA-0218,,,,,OTHER
WLFSR-VA-0118,'96311300029166664',Top Up,Success,116137000.0,VND,116137000.0,0.0,0.0,-,2026-03-05 05:26:00,,VA-0118,,,,,OTHER
WLFSR-VA-0215,'96312499000299001',Top Up,Success,175497000.0,VND,175497000.0,0.0,0.0,-,2026-03-04 21:05:00,,VA-0215,,,,,OTHER
WLFSR-VA-0058,'8891700022233145',Withdraw,Success,2531.07,USD,2531.07,0.0,0.0,Chuyển về ví Wealify,2026-03-04 18:26:00,,VA-0058,,,,,OTHER
WLFSR-VA-0057,'8891700022233145',Withdraw,Process,1828.43,USD,1828.43,0.0,0.0,Chuyển về ví Wealify,2026-03-03 21:44:00,,VA-0057,,,,,OTHER
WLFSR-VA-0053,'8891700022233145',Top Up,Success,2531.07,USD,2531.07,0.0,0.0,-,2026-03-03 18:26:00,,VA-0053,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0049,'8891700022233145',Top Up,Success,1828.43,USD,1828.43,0.0,0.0,-,2026-03-02 07:44:00,,VA-0049,,,,,OTHER
WLFSR-VA-0056,'8891700022233145',Withdraw,Success,392.97,USD,392.97,0.0,0.0,Chuyển về ví Wealify,2026-02-27 21:25:00,,VA-0056,,,,,OTHER
WLFSR-VA-0217,'96312499000299001',Withdraw,Success,51451000.0,VND,51451000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-02-27 14:45:00,,VA-0217,,,,,OTHER
WLFSR-VA-0046,'8891700022233145',Top Up,Success,392.97,USD,392.97,0.0,0.0,-,2026-02-27 05:25:00,,VA-0046,payments@payoneer.com,Payout confirmation Payoneer,payout,wealifytester,OTHER
WLFSR-VA-0092,'96311300028896825',Withdraw,Pending,1780.6,USD,1780.6,0.0,0.0,Chuyển về ví Wealify,2026-02-26 05:49:00,,VA-0092,,,,,OTHER
WLFSR-VA-0214,'96312499000299001',Top Up,Success,51451000.0,VND,51451000.0,0.0,0.0,-,2026-02-26 02:45:00,,VA-0214,,,,,OTHER
WLFSR-VA-0055,'8891700022233145',Withdraw,Success,1556.82,USD,1556.82,0.0,0.0,Chuyển về ví Wealify,2026-02-25 07:54:00,,VA-0055,,,,,OTHER
WLFSR-VA-0085,'96311300028896825',Top Up,Success,1780.6,USD,1780.6,0.0,0.0,-,2026-02-24 14:49:00,,VA-0085,payments@paypal.com,Payout confirmation Paypal,payout,wealifytester,OTHER
WLFSR-VA-0051,'8891700022233145',Top Up,Success,1556.82,USD,1556.82,0.0,0.0,-,2026-02-24 06:54:00,,VA-0051,,,,,OTHER
WLFSR-VA-0021,'9631249900020105835',Withdraw,Fail,35066000.0,VND,35066000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-02-23 01:36:00,,VA-0021,,,,,OTHER
WLFSR-VA-0216,'96312499000299001',Withdraw,Success,167188000.0,VND,167188000.0,0.0,0.0,Rút về ngân hàng BIDV,2026-02-22 05:34:00,,VA-0216,,,,,OTHER
WLFSR-VA-0007,'9631249900020105835',Top Up,Success,35066000.0,VND,35066000.0,0.0,0.0,-,2026-02-22 04:36:00,,VA-0007,,,,,OTHER
